cement,slag,fly_ash,water,superplasticizer,coarse_agg,fine_agg,age,strength,w_c_ratio,w_b_ratio,cement_aggregate_ratio
310.0,0.0,0.0,192.0,0.0,1012.0,830.0,3.0,11.85209244,0.62,0.62,0.17
252.31,0.0,98.75,146.25,14.17,987.76,889.01,3.0,21.78054684,0.58,0.42,0.13
265.0,111.0,86.0,195.0,6.0,833.0,790.0,28.0,41.540929,0.74,0.42,0.16
166.09,0.0,163.27,176.46,4.49,1058.6,780.09,56.0,28.62704352,1.06,0.54,0.09
469.0,117.2,0.0,137.8,32.2,852.1,840.5,7.0,54.89607912,0.29,0.24,0.28
284.0,15.0,141.0,179.0,5.46,842.0,801.0,7.0,24.13166,0.63,0.41,0.17
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,3.0,8.06342182,1.38,0.55,0.08
277.19,97.82,24.46,160.7,11.19,1061.7,782.46,28.0,63.14221208,0.58,0.4,0.15
385.0,0.0,0.0,186.0,0.0,966.0,763.0,3.0,14.69962832,0.48,0.48,0.22
145.4,0.0,178.9,201.7,7.8,824.0,868.7,28.0,10.535882756,1.39,0.62,0.09
393.0,0.0,0.0,192.0,0.0,940.0,758.0,3.0,19.10537996,0.49,0.49,0.23
297.16,0.0,117.54,174.8,9.52,1022.8,753.45,14.0,36.9903874,0.59,0.42,0.17
251.37,0.0,118.27,192.94,5.75,1043.6,754.3,14.0,20.72564856,0.77,0.52,0.14
225.0,0.0,0.0,181.0,0.0,1113.0,833.0,28.0,17.3403214,0.8,0.8,0.12
326.5,0.0,137.9,199.0,10.8,801.1,792.5,28.0,38.630650804,0.61,0.43,0.2
190.68,0.0,125.4,162.14,7.77,1090.0,804.01,100.0,40.56876784,0.85,0.51,0.1
310.0,0.0,0.0,192.0,0.0,1012.0,830.0,28.0,27.82725136,0.62,0.62,0.17
374.0,189.2,0.0,170.1,10.1,926.1,756.7,7.0,46.20178676,0.45,0.3,0.22
397.0,0.0,0.0,186.0,0.0,1040.0,734.0,28.0,36.93522932,0.47,0.47,0.22
190.0,190.0,0.0,228.0,0.0,932.0,670.0,28.0,40.856968808,1.2,0.6,0.12
153.0,102.0,0.0,192.0,0.0,888.0,943.1,7.0,8.374375496,1.25,0.75,0.08
181.38,0.0,167.01,169.59,7.56,1055.6,777.8,3.0,13.62404576,0.93,0.49,0.1
155.0,184.0,143.0,194.0,9.0,880.0,699.0,28.0,28.98557104,1.25,0.4,0.1
178.03,129.8,118.6,179.94,3.57,1007.3,746.8,28.0,39.1622368,1.01,0.42,0.1
323.7,282.8,0.0,183.8,10.3,942.7,659.9,56.0,80.19984832,0.57,0.3,0.2
475.0,118.8,0.0,181.1,8.9,852.1,781.5,3.0,37.79707432,0.38,0.3,0.29
304.0,140.0,0.0,214.0,6.0,895.0,722.0,28.0,33.41890172,0.7,0.48,0.19
290.2,193.5,0.0,185.7,0.0,998.2,704.3,7.0,21.859147104,0.64,0.38,0.17
165.0,128.5,132.1,175.06,8.08,1005.8,746.6,56.0,53.72396992,1.06,0.41,0.09
222.36,0.0,96.67,189.29,4.46,967.08,870.32,100.0,40.7135578,0.85,0.59,0.12
231.75,0.0,121.62,173.96,6.72,1056.4,778.45,28.0,33.72916592,0.75,0.49,0.13
213.76,98.06,24.52,181.74,6.65,1066.0,785.52,28.0,40.2309246,0.85,0.54,0.12
387.0,20.0,94.0,157.0,11.61,938.0,845.0,28.0,46.68441996,0.41,0.31,0.22
239.6,359.4,0.0,185.7,0.0,941.6,664.3,28.0,39.435269296,0.78,0.31,0.15
313.3,262.2,0.0,175.5,8.6,1046.9,611.8,28.0,59.79825348,0.56,0.3,0.19
144.0,15.0,195.0,176.0,6.0,1021.0,709.0,28.0,15.340841,1.22,0.5,0.08
424.0,22.0,132.0,168.0,8.92,822.0,750.0,3.0,32.1098822847293,0.4,0.29,0.27
145.9,230.5,0.0,202.5,3.4,827.0,871.8,28.0,32.720462532,1.39,0.54,0.09
288.0,192.0,0.0,192.0,0.0,932.0,717.8,28.0,38.804398756,0.67,0.4,0.17
374.0,189.2,0.0,170.1,10.1,926.1,756.7,28.0,61.09446836,0.45,0.3,0.22
446.0,24.0,79.0,162.0,11.64,967.0,712.0,28.0,51.021224,0.36,0.3,0.27
155.6,243.5,0.0,180.3,10.7,1022.0,697.7,28.0,37.363393916,1.16,0.45,0.09
198.6,132.4,0.0,192.0,0.0,978.4,825.5,3.0,9.131420144,0.97,0.58,0.11
339.0,0.0,0.0,197.0,0.0,968.0,781.0,180.0,36.44570136,0.58,0.58,0.19
289.0,133.7,0.0,194.9,5.5,924.1,760.1,28.0,46.247292176,0.67,0.46,0.17
401.8,94.7,0.0,147.4,11.4,946.8,852.1,7.0,54.09628696,0.37,0.3,0.22
300.0,0.0,0.0,184.0,0.0,1075.0,795.0,7.0,15.57526284,0.61,0.61,0.16
218.85,0.0,124.13,158.49,11.33,1078.7,794.91,3.0,15.340841,0.72,0.46,0.12
212.0,0.0,124.78,159.0,7.84,1085.4,799.54,100.0,47.8151606,0.75,0.47,0.11
349.0,0.0,0.0,192.0,0.0,1047.0,806.9,3.0,15.049192652,0.55,0.55,0.19
213.5,0.0,174.24,154.61,11.66,1052.3,775.48,3.0,17.36790044,0.72,0.4,0.12
194.68,0.0,100.52,165.62,7.48,1006.4,905.9,14.0,24.98661024,0.85,0.56,0.1
531.3,0.0,0.0,141.8,28.2,852.1,893.7,7.0,46.89815752,0.27,0.27,0.3
152.7,144.7,0.0,178.1,8.0,999.7,822.2,28.0,19.009542796,1.17,0.6,0.08
266.0,112.0,87.0,178.0,10.0,910.0,745.0,28.0,39.41734292,0.67,0.38,0.16
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,28.0,32.72253096,0.55,0.55,0.19
151.0,0.0,184.0,167.0,12.0,991.0,772.0,28.0,15.56836808,1.11,0.5,0.09
212.57,0.0,100.39,159.35,10.37,1003.8,903.79,100.0,47.73931824,0.75,0.51,0.11
133.1,210.2,0.0,195.7,3.1,949.4,795.3,28.0,28.937997196,1.47,0.57,0.08
194.68,0.0,100.52,170.17,7.48,998.0,901.8,28.0,37.2661778,0.87,0.58,0.1
382.0,0.0,0.0,186.0,0.0,1047.0,739.0,28.0,37.42475728,0.49,0.49,0.21
277.05,0.0,97.39,160.6,11.83,973.9,875.61,3.0,23.13881456,0.58,0.43,0.15
297.16,0.0,117.54,174.8,9.52,1022.8,753.45,28.0,47.401475,0.59,0.42,0.17
157.0,236.0,0.0,192.0,0.0,935.4,781.2,7.0,16.889404096,1.22,0.49,0.09
295.71,0.0,95.64,171.54,8.87,955.14,859.2,100.0,52.04164848,0.58,0.44,0.16
388.6,97.1,0.0,157.9,12.1,852.1,925.7,28.0,50.69717028,0.41,0.33,0.22
313.0,161.0,0.0,178.0,10.0,917.0,759.0,28.0,52.44154456,0.57,0.38,0.19
236.9,91.7,71.5,246.9,6.0,852.9,695.4,28.0,28.629801424,1.04,0.62,0.15
332.5,142.5,0.0,228.0,0.0,932.0,594.0,180.0,39.77931782,0.69,0.48,0.22
213.5,0.0,174.24,154.61,11.66,1052.3,775.48,100.0,59.30183076,0.72,0.4,0.12
425.0,106.3,0.0,151.4,18.6,936.0,803.7,56.0,64.90037588,0.36,0.28,0.24
251.37,0.0,118.27,192.94,5.75,1043.6,754.3,100.0,40.14818748,0.77,0.52,0.14
102.0,153.0,0.0,192.0,0.0,887.0,942.0,90.0,25.460969728,1.88,0.75,0.06
234.0,156.0,0.0,189.0,5.85,981.0,760.0,28.0,39.300132,0.81,0.48,0.13
141.3,212.0,0.0,203.5,0.0,971.8,748.5,3.0,4.827710952,1.44,0.58,0.08
249.1,0.0,98.75,158.11,12.8,987.76,889.01,14.0,28.6822016,0.63,0.45,0.13
475.0,0.0,0.0,228.0,0.0,932.0,594.0,180.0,42.620648416,0.48,0.48,0.31
164.6,0.0,150.4,181.6,11.7,1023.3,728.9,28.0,18.033934256,1.1,0.58,0.09
150.0,237.0,0.0,174.0,12.0,1069.0,675.0,28.0,37.43165204,1.16,0.45,0.09
136.0,162.0,126.0,172.0,10.0,923.0,764.0,28.0,29.06830816,1.26,0.41,0.08
165.0,128.5,132.1,175.06,8.08,1005.8,746.6,3.0,19.41564416,1.06,0.41,0.09
480.0,0.0,0.0,192.0,0.0,936.2,712.2,28.0,43.942373908,0.4,0.4,0.29
192.0,288.0,0.0,192.0,0.0,929.8,716.1,7.0,21.48062478,1.0,0.4,0.12
475.0,0.0,0.0,228.0,0.0,932.0,594.0,90.0,42.229026048,0.48,0.48,0.31
238.05,0.0,94.11,186.66,7.0,949.91,847.01,14.0,25.68987576,0.78,0.56,0.13
153.1,145.0,113.0,178.5,8.0,1001.9,688.7,28.0,25.559564796,1.17,0.43,0.09
385.0,0.0,0.0,186.0,0.0,966.0,763.0,7.0,23.22155168,0.48,0.48,0.22
155.2,183.9,143.2,193.8,9.2,879.6,698.5,28.0,28.991086848,1.25,0.4,0.1
379.5,151.2,0.0,153.9,15.9,1134.3,605.0,56.0,54.89607912,0.41,0.29,0.22
375.0,0.0,0.0,186.0,0.0,1038.0,758.0,28.0,38.21075992,0.5,0.5,0.21
157.0,236.0,0.0,192.0,0.0,935.4,781.2,28.0,33.664355176,1.22,0.49,0.09
181.38,0.0,167.01,169.59,7.56,1055.6,777.8,56.0,35.57006684,0.93,0.49,0.1
307.0,0.0,0.0,193.0,0.0,968.0,812.0,90.0,32.922479,0.63,0.63,0.17
133.0,200.0,0.0,192.0,0.0,927.4,839.2,7.0,13.664035368,1.44,0.58,0.08
153.0,102.0,0.0,192.0,0.0,888.0,943.1,28.0,17.96429718,1.25,0.75,0.08
381.4,0.0,0.0,185.7,0.0,1104.6,784.3,28.0,22.489328168,0.49,0.49,0.2
165.0,0.0,150.0,182.0,12.0,1023.0,729.0,28.0,18.0297974,1.1,0.58,0.09
342.0,38.0,0.0,228.0,0.0,932.0,670.0,365.0,56.141962252,0.67,0.6,0.21
318.8,212.5,0.0,155.7,14.3,852.1,880.4,28.0,55.49592324,0.49,0.29,0.18
249.1,0.0,98.75,158.11,12.8,987.76,889.01,56.0,42.03045696,0.63,0.45,0.13
212.52,0.0,100.37,159.32,8.71,1007.8,903.59,14.0,26.31040416,0.75,0.51,0.11
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,14.0,59.76377968,0.32,0.32,0.31
233.81,0.0,94.58,197.89,4.567,947.04,852.16,14.0,22.13907436,0.85,0.6,0.13
337.9,189.0,0.0,174.9,9.5,944.7,755.8,7.0,35.10122316,0.52,0.33,0.2
116.0,173.0,0.0,192.0,0.0,909.8,891.9,3.0,6.280436884,1.66,0.66,0.06
236.0,0.0,0.0,194.0,0.0,968.0,885.0,14.0,12.83804312,0.82,0.82,0.13
439.0,177.0,0.0,186.0,11.1,884.9,707.9,91.0,73.29819356,0.42,0.3,0.28
290.35,0.0,96.18,168.08,9.41,961.18,865.0,28.0,34.73580088,0.58,0.43,0.16
160.0,250.0,0.0,168.0,12.0,1049.0,688.0,28.0,39.45181672,1.05,0.41,0.09
522.0,0.0,0.0,146.0,0.0,896.0,896.0,7.0,50.51101176,0.28,0.28,0.29
296.0,0.0,0.0,192.0,0.0,1085.0,765.0,90.0,29.39236188,0.65,0.65,0.16
350.0,0.0,0.0,203.0,0.0,974.0,775.0,28.0,27.3377234,0.58,0.58,0.2
202.0,11.0,141.0,206.0,1.72,942.0,801.0,7.0,15.0699754305414,1.02,0.58,0.12
218.85,0.0,124.13,158.49,11.33,1078.7,794.91,56.0,37.2661778,0.72,0.46,0.12
427.5,47.5,0.0,228.0,0.0,932.0,594.0,7.0,35.076402024,0.53,0.48,0.28
446.0,24.0,79.0,162.0,11.64,967.0,712.0,3.0,25.02108404,0.36,0.3,0.27
156.0,243.0,0.0,180.0,11.0,1022.0,698.0,28.0,37.36270444,1.15,0.45,0.09
531.3,0.0,0.0,141.8,28.2,852.1,893.7,91.0,59.19840936,0.27,0.27,0.3
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,90.0,39.358047984,1.38,0.55,0.08
424.0,22.0,132.0,178.0,8.48,822.0,750.0,56.0,65.697213145812,0.42,0.31,0.27
237.5,237.5,0.0,228.0,0.0,932.0,594.0,7.0,26.258003984,0.96,0.48,0.16
233.81,0.0,94.58,197.89,4.567,947.04,852.16,28.0,22.83544512,0.85,0.6,0.13
259.9,100.6,78.4,170.6,10.4,935.7,762.9,28.0,49.77327244,0.66,0.39,0.15
202.0,11.0,141.0,206.0,1.72,942.0,801.0,28.0,21.96670536,1.02,0.58,0.12
252.0,0.0,0.0,185.0,0.0,1111.0,784.0,7.0,13.71367764,0.73,0.73,0.13
331.0,0.0,0.0,192.0,0.0,879.0,825.0,3.0,13.52062436,0.58,0.58,0.19
446.0,24.0,79.0,162.0,11.64,967.0,712.0,7.0,39.300132,0.36,0.3,0.27
251.37,0.0,118.27,188.45,6.35,1028.4,757.73,100.0,44.20920112,0.75,0.51,0.14
322.0,0.0,0.0,203.0,0.0,974.0,800.0,14.0,20.77391188,0.63,0.63,0.18
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,14.0,36.93522932,0.4,0.4,0.29
167.95,42.08,163.83,121.75,5.72,1058.7,780.11,14.0,17.8229546,0.72,0.33,0.09
380.0,95.0,0.0,228.0,0.0,932.0,594.0,270.0,41.15137506,0.6,0.48,0.25
273.0,0.0,90.0,199.0,11.0,931.0,762.0,28.0,32.23989776,0.73,0.55,0.16
173.54,50.05,173.53,164.77,6.47,1006.2,793.5,28.0,38.20386516,0.95,0.41,0.1
214.9,53.8,121.89,155.63,9.61,1014.3,780.58,3.0,18.01600788,0.72,0.4,0.12
213.72,98.05,24.51,181.71,6.86,1065.8,785.38,3.0,17.9953236,0.85,0.54,0.12
332.5,142.5,0.0,228.0,0.0,932.0,594.0,90.0,37.721921436,0.69,0.48,0.22
288.0,192.0,0.0,192.0,0.0,932.0,717.8,3.0,16.10960674,0.67,0.4,0.17
376.0,0.0,0.0,214.6,0.0,1003.5,762.36,3.0,16.27852836,0.57,0.57,0.21
194.68,0.0,100.52,170.17,7.48,998.0,901.8,100.0,44.27814872,0.87,0.58,0.1
236.0,157.0,0.0,192.0,0.0,972.6,749.1,90.0,47.782065752,0.81,0.49,0.14
266.2,112.3,87.5,177.9,10.4,909.7,744.5,28.0,39.421479776,0.67,0.38,0.16
150.0,236.8,0.0,173.8,11.9,1069.3,674.8,28.0,37.43165204,1.16,0.45,0.09
162.0,190.0,148.0,179.0,19.0,838.0,741.0,28.0,33.75674496,1.1,0.36,0.1
194.68,0.0,100.52,165.62,7.48,1006.4,905.9,3.0,12.45193656,0.85,0.56,0.1
148.1,0.0,182.1,181.4,15.0,838.9,884.3,28.0,15.526310044,1.22,0.55,0.09
154.8,0.0,142.8,193.3,9.1,877.2,867.7,28.0,9.738159024,1.25,0.65,0.09
491.0,26.0,123.0,210.0,3.93,882.0,699.0,56.0,59.5904257152707,0.43,0.33,0.31
299.8,0.0,119.8,211.5,9.9,878.2,727.6,28.0,23.835874796,0.71,0.5,0.19
203.5,135.7,0.0,185.7,0.0,1076.2,759.3,28.0,22.629981272,0.91,0.55,0.11
102.0,153.0,0.0,192.0,0.0,887.0,942.0,28.0,17.275510656,1.88,0.75,0.06
325.6,166.4,0.0,174.0,8.9,881.6,790.0,28.0,61.23581094,0.53,0.35,0.19
374.0,189.2,0.0,170.1,10.1,926.1,756.7,91.0,64.90037588,0.45,0.3,0.22
122.6,183.9,0.0,203.5,0.0,958.2,800.1,3.0,3.31982694,1.66,0.66,0.07
339.0,0.0,0.0,185.0,0.0,1060.0,754.0,28.0,31.6469484,0.55,0.55,0.19
312.7,144.7,0.0,127.3,8.0,999.7,822.2,28.0,44.523602176,0.41,0.28,0.17
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,3.0,41.63745564,0.32,0.32,0.31
264.5,111.0,86.5,195.5,5.9,832.6,790.4,28.0,41.542307952,0.74,0.42,0.16
167.95,42.08,163.83,121.75,5.72,1058.7,780.11,28.0,24.24197616,0.72,0.33,0.09
331.0,0.0,0.0,192.0,0.0,978.0,825.0,28.0,31.44700036,0.58,0.58,0.18
178.03,129.8,118.6,179.94,3.57,1007.3,746.8,14.0,34.23937816,1.01,0.42,0.1
165.0,0.02,143.57,163.81,0.0,1005.6,900.9,14.0,16.87837248,0.99,0.53,0.09
166.0,259.7,0.0,183.2,12.7,858.8,826.8,28.0,37.917043144,1.1,0.43,0.1
381.4,0.0,0.0,185.7,0.0,1104.6,784.3,7.0,14.54104884,0.49,0.49,0.2
158.0,0.0,195.0,220.0,11.0,898.0,713.0,28.0,8.53571288,1.39,0.62,0.1
173.0,116.0,0.0,192.0,0.0,946.8,856.8,3.0,6.940954892,1.11,0.66,0.1
425.0,106.3,0.0,151.4,18.6,936.0,803.7,28.0,61.79773388,0.36,0.28,0.24
304.0,76.0,0.0,228.0,0.0,932.0,670.0,90.0,49.185149412,0.75,0.6,0.19
401.8,94.7,0.0,147.4,11.4,946.8,852.1,56.0,73.69808964,0.37,0.3,0.22
356.0,119.0,0.0,160.0,9.03,1061.0,657.0,28.0,58.99846132,0.45,0.34,0.21
212.07,0.0,121.62,180.31,5.69,1057.6,779.32,56.0,34.20490436,0.85,0.54,0.12
305.3,203.5,0.0,203.5,0.0,965.4,631.0,7.0,25.893960656,0.67,0.4,0.19
144.8,0.0,133.6,180.8,11.1,979.5,811.5,28.0,13.202086448,1.25,0.65,0.08
149.5,236.0,0.0,175.8,12.6,846.8,892.7,28.0,32.96384756,1.18,0.46,0.09
266.0,114.0,0.0,228.0,0.0,932.0,670.0,28.0,45.854290856,0.86,0.6,0.17
313.0,0.0,0.0,178.0,8.0,1000.0,822.0,28.0,25.0969264,0.57,0.57,0.17
237.5,237.5,0.0,228.0,0.0,932.0,594.0,28.0,30.079769452,0.96,0.48,0.16
173.81,93.37,159.9,172.34,9.73,1007.2,746.6,56.0,48.9872698,0.99,0.4,0.1
183.9,122.6,0.0,203.5,0.0,959.2,800.0,3.0,4.903553312,1.11,0.66,0.1
250.0,0.0,95.69,187.42,5.53,956.86,861.17,100.0,42.34761592,0.75,0.54,0.14
290.35,0.0,96.18,168.08,9.41,961.18,865.0,100.0,48.97348028,0.58,0.43,0.16
298.0,0.0,107.0,186.0,6.0,879.0,815.0,28.0,42.63719584,0.62,0.46,0.18
228.0,342.1,0.0,185.7,0.0,955.8,674.3,28.0,39.699338604,0.81,0.33,0.14
307.0,0.0,0.0,193.0,0.0,968.0,812.0,3.0,12.54156844,0.63,0.63,0.17
310.0,0.0,0.0,192.0,0.0,970.0,850.0,7.0,14.98920824,0.62,0.62,0.17
322.0,0.0,0.0,203.0,0.0,974.0,800.0,28.0,25.17966352,0.63,0.63,0.18
310.0,142.8,0.0,167.9,10.0,914.3,804.0,28.0,45.304778484,0.54,0.37,0.18
212.57,0.0,100.39,159.35,10.37,1003.8,903.79,56.0,44.39535964,0.75,0.51,0.11
236.0,0.0,0.0,193.0,0.0,968.0,885.0,365.0,25.08313688,0.82,0.82,0.13
168.88,42.22,124.25,158.33,10.83,1080.8,796.15,56.0,39.14844728,0.94,0.47,0.09
190.34,0.0,125.18,166.61,9.88,1079.0,798.9,3.0,12.5484632,0.88,0.53,0.1
318.8,212.5,0.0,155.7,14.3,852.1,880.4,56.0,66.10006412,0.49,0.29,0.18
336.0,0.0,0.0,182.0,3.0,986.0,817.0,28.0,44.86420332,0.54,0.54,0.19
295.0,0.0,0.0,185.0,0.0,1069.0,769.0,7.0,14.79615496,0.63,0.63,0.16
400.0,0.0,0.0,187.0,0.0,1025.0,745.0,7.0,30.14389072,0.47,0.47,0.23
317.9,0.0,126.5,209.7,5.7,860.5,736.6,28.0,40.06200298,0.66,0.47,0.2
393.0,0.0,0.0,192.0,0.0,940.6,785.6,7.0,27.742445812,0.49,0.49,0.23
144.0,170.0,133.0,192.0,8.0,814.0,805.0,28.0,29.86810032,1.33,0.43,0.09
387.0,20.0,94.0,157.0,14.32,938.0,845.0,3.0,22.752708,0.41,0.31,0.22
250.2,166.8,0.0,203.5,0.0,977.6,694.1,28.0,36.964187312,0.81,0.49,0.15
388.6,97.1,0.0,157.9,12.1,852.1,925.7,56.0,55.19944856,0.41,0.33,0.22
302.0,0.0,0.0,203.0,0.0,974.0,817.0,28.0,21.7529678,0.67,0.67,0.17
213.74,0.0,174.74,154.79,10.16,1053.5,776.35,14.0,33.72916592,0.72,0.4,0.12
321.0,164.0,0.0,190.0,5.0,870.0,774.0,28.0,57.21271848,0.59,0.39,0.2
279.8,128.9,100.4,172.4,9.5,825.1,804.9,28.0,52.826961644,0.62,0.34,0.17
108.3,162.4,0.0,203.5,0.0,938.2,849.0,90.0,29.231713972,1.88,0.75,0.06
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,3.0,14.98920824,0.55,0.55,0.19
213.74,0.0,174.74,154.79,10.16,1053.5,776.35,100.0,50.07664188,0.72,0.4,0.12
173.54,50.05,173.53,164.77,6.47,1006.2,793.5,100.0,56.06129356,0.95,0.41,0.1
252.31,0.0,98.75,146.25,14.17,987.76,889.01,14.0,42.29245784,0.58,0.42,0.13
222.36,0.0,96.67,189.29,4.46,967.08,870.32,28.0,24.8900836,0.85,0.59,0.12
143.8,136.3,106.2,178.1,7.5,941.5,774.3,28.0,26.147687824,1.24,0.46,0.08
236.0,0.0,0.0,194.0,0.0,968.0,885.0,90.0,21.94602108,0.82,0.82,0.13
375.0,93.8,0.0,126.6,23.4,852.1,992.6,56.0,60.19814956,0.34,0.27,0.2
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,7.0,52.61391356,0.32,0.32,0.31
194.68,0.0,100.52,165.62,7.48,1006.4,905.9,56.0,33.96358776,0.85,0.56,0.1
236.0,0.0,0.0,193.0,0.0,968.0,885.0,180.0,24.10408096,0.82,0.82,0.13
251.37,0.0,118.27,188.45,6.35,1028.4,757.73,3.0,13.12072828,0.75,0.51,0.14
182.04,45.21,121.97,170.21,8.19,1059.4,780.65,100.0,48.67011084,0.94,0.49,0.1
153.1,145.0,113.0,178.5,8.0,867.2,824.0,28.0,26.233182848,1.17,0.43,0.09
250.0,180.0,95.0,159.0,9.45,860.0,800.0,28.0,67.86512268,0.64,0.3,0.15
469.0,117.2,0.0,137.8,32.2,852.1,840.5,28.0,66.89985628,0.29,0.24,0.28
337.9,189.0,0.0,174.9,9.5,944.7,755.8,91.0,67.79617508,0.52,0.33,0.2
190.68,0.0,125.4,162.14,7.77,1090.0,804.01,56.0,35.34253976,0.85,0.51,0.1
167.0,75.4,167.0,164.03,7.91,1007.3,770.1,28.0,41.40992856,0.98,0.4,0.09
144.0,0.0,175.0,158.0,18.0,943.0,844.0,28.0,15.41668336,1.1,0.5,0.08
238.05,0.0,94.11,186.66,7.0,949.91,847.01,28.0,30.2335226,0.78,0.56,0.13
250.0,0.0,95.69,191.84,5.33,948.9,857.2,3.0,8.48744956,0.77,0.55,0.14
148.0,0.0,137.0,158.0,16.0,1002.0,830.0,28.0,17.95395504,1.07,0.55,0.08
237.0,92.0,71.0,247.0,6.0,853.0,695.0,28.0,28.62704352,1.04,0.62,0.15
148.5,139.4,108.6,192.7,6.1,892.4,780.0,28.0,23.696600644,1.3,0.49,0.09
296.0,0.0,107.0,221.0,11.0,819.0,778.0,28.0,31.41942132,0.75,0.55,0.19
160.2,188.0,146.4,203.2,11.3,828.7,709.7,28.0,35.314271244,1.27,0.41,0.1
375.0,0.0,0.0,186.0,0.0,1038.0,758.0,7.0,26.0621928,0.5,0.5,0.21
285.0,190.0,0.0,163.0,7.6,1031.0,685.0,28.0,53.57917996,0.57,0.34,0.17
143.0,169.0,143.0,191.0,8.0,967.0,643.0,28.0,29.72331036,1.34,0.42,0.09
152.0,0.0,112.0,184.0,8.0,992.0,816.0,28.0,12.17614616,1.21,0.7,0.08
349.0,0.0,0.0,192.0,0.0,1056.0,809.0,120.0,40.85834776,0.55,0.55,0.19
166.09,0.0,163.27,176.46,4.49,1058.6,780.09,3.0,10.76272036,1.06,0.54,0.09
250.0,0.0,0.0,182.0,0.0,1100.0,820.0,7.0,12.73462172,0.73,0.73,0.13
540.0,0.0,0.0,162.0,2.5,1055.0,676.0,28.0,61.88736576,0.3,0.3,0.31
322.0,149.0,0.0,186.0,8.0,951.0,709.0,28.0,52.42086028,0.58,0.39,0.19
148.0,175.0,0.0,171.0,2.0,1000.0,828.0,28.0,26.91714304,1.16,0.53,0.08
307.0,0.0,0.0,193.0,0.0,968.0,812.0,28.0,27.53077668,0.63,0.63,0.17
149.0,117.6,91.7,182.9,7.1,953.4,780.3,28.0,23.524231644,1.23,0.51,0.09
276.0,116.0,90.0,180.0,9.0,870.0,768.0,28.0,44.27814872,0.65,0.37,0.17
528.0,0.0,0.0,185.0,6.86,920.0,720.0,28.0,56.83350668,0.35,0.35,0.32
382.0,0.0,0.0,185.0,0.0,1047.0,739.0,7.0,24.00065956,0.48,0.48,0.21
424.0,22.0,132.0,168.0,8.92,822.0,750.0,28.0,72.09850532,0.4,0.29,0.27
212.0,0.0,124.78,159.0,7.84,1085.4,799.54,56.0,45.08483564,0.75,0.47,0.11
154.0,174.0,185.0,228.0,7.0,845.0,612.0,28.0,24.3385028,1.48,0.44,0.11
250.0,0.0,95.69,191.84,5.33,948.9,857.2,28.0,27.22051248,0.77,0.55,0.14
387.0,20.0,94.0,157.0,11.61,938.0,845.0,56.0,61.45989064,0.41,0.31,0.22
273.0,105.0,82.0,210.0,9.0,904.0,680.0,28.0,37.16965116,0.77,0.46,0.17
439.0,177.0,0.0,186.0,11.1,884.9,707.9,7.0,56.09576736,0.42,0.3,0.28
212.0,141.3,0.0,203.5,0.0,973.4,750.0,3.0,6.8085755,0.96,0.58,0.12
213.72,98.05,24.51,181.71,6.86,1065.8,785.38,56.0,50.77301264,0.85,0.54,0.12
146.5,114.6,89.3,201.9,8.8,860.0,829.5,28.0,19.98790924,1.38,0.58,0.09
236.0,0.0,0.0,194.0,0.0,968.0,885.0,28.0,18.41590396,0.82,0.82,0.13
236.0,157.0,0.0,192.0,0.0,972.6,749.1,7.0,20.416073836,0.81,0.49,0.14
218.85,0.0,124.13,158.49,11.33,1078.7,794.91,100.0,46.2293658,0.72,0.46,0.12
480.0,0.0,0.0,192.0,0.0,936.0,721.0,3.0,24.39366088,0.4,0.4,0.29
133.0,200.0,0.0,192.0,0.0,927.4,839.2,28.0,27.874825204,1.44,0.58,0.08
336.5,0.0,0.0,181.9,3.4,985.8,816.8,28.0,44.868340176,0.54,0.54,0.19
213.72,98.05,24.51,181.71,6.86,1065.8,785.38,100.0,53.90323368,0.85,0.54,0.12
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,28.0,55.94408264,0.36,0.36,0.3
260.0,101.0,78.0,171.0,10.0,936.0,763.0,28.0,49.77327244,0.66,0.39,0.15
166.8,250.2,0.0,203.5,0.0,975.6,692.6,7.0,15.748321316,1.22,0.49,0.1
251.81,0.0,99.94,146.14,12.35,1006.0,899.76,56.0,44.14025352,0.58,0.42,0.13
141.3,212.0,0.0,203.5,0.0,971.8,748.5,28.0,29.89223198,1.44,0.58,0.08
172.38,13.61,172.37,156.76,4.14,1006.3,856.4,3.0,21.29101888,0.91,0.44,0.09
139.7,163.9,127.7,236.7,5.8,868.6,655.6,28.0,35.22532884,1.69,0.55,0.09
173.0,116.0,0.0,192.0,0.0,946.8,856.8,90.0,32.102692036,1.11,0.66,0.1
277.19,97.82,24.46,160.7,11.19,1061.7,782.46,100.0,66.9481196,0.58,0.4,0.15
212.52,0.0,100.37,159.32,8.71,1007.8,903.59,100.0,42.919881,0.75,0.51,0.11
281.0,0.0,0.0,186.0,0.0,1104.0,774.0,7.0,14.49968028,0.66,0.66,0.15
